adm1,adm2,date_tested,age_group,conf,pop,incidence
Central,Mbono,2018-05-01,total,404,273.186252593994,147884.45471318052
Central,Mbono,2018-05-01,u5,172,48.5693702697754,354132.65406703285
Central,Mbono,2018-05-01,ov5,232,224.616882324219,103286.98252748605
Central,Mbono,2018-06-01,total,363,273.186252593994,132876.37886357555
Central,Mbono,2018-06-01,u5,145,48.5693702697754,298542.06302162656
Central,Mbono,2018-06-01,ov5,218,224.616882324219,97054.14737496535
Central,Mbono,2018-07-01,total,1460,273.186252593994,534433.9204981276
Central,Mbono,2018-07-01,u5,458,48.5693702697754,942981.1369924479
Central,Mbono,2018-07-01,ov5,1002,224.616882324219,446092.9159161251
Central,Mbono,2018-08-01,total,2098,273.186252593994,767974.2227431998
Central,Mbono,2018-08-01,u5,609,48.5693702697754,1253876.6646908314
Central,Mbono,2018-08-01,ov5,1489,224.616882324219,662906.538721667
Central,Mbono,2018-09-01,total,1448,273.186252593994,530041.3129323896
Central,Mbono,2018-09-01,u5,343,48.5693702697754,706206.3973546062
Central,Mbono,2018-09-01,ov5,1105,224.616882324219,491948.7745382418
Central,Mbono,2018-10-01,total,186,273.186252593994,68085.41726893953
Central,Mbono,2018-10-01,u5,36,48.5693702697754,74120.78806054176
Central,Mbono,2018-10-01,ov5,150,224.616882324219,66780.37663415047
Central,Mbono,2018-11-01,total,954,273.186252593994,349212.30147617374
Central,Mbono,2018-11-01,u5,201,48.5693702697754,413841.0666713582
Central,Mbono,2018-11-01,ov5,753,224.616882324219,335237.4907034354
Central,Mbono,2018-12-01,total,1680,273.186252593994,614965.0592033248
Central,Mbono,2018-12-01,u5,514,48.5693702697754,1058280.1406421796
Central,Mbono,2018-12-01,ov5,1166,224.616882324219,519106.12770279625
Central,Namaba,2018-01-01,total,186,78928.0241889954,235.65774249538757
Central,Namaba,2018-01-01,u5,87,13442.5377082825,647.1992259794498
Central,Namaba,2018-01-01,ov5,99,65485.4864807129,151.1785363756257
Central,Namaba,2018-02-01,total,46,78928.0241889954,58.28094706875176
Central,Namaba,2018-02-01,u5,21,13442.5377082825,156.2205028226258
Central,Namaba,2018-02-01,ov5,25,65485.4864807129,38.17639807465295
Central,Namaba,2018-03-01,total,95,78928.0241889954,120.36282546807429
Central,Namaba,2018-03-01,u5,42,13442.5377082825,312.4410056452516
Central,Namaba,2018-03-01,ov5,53,65485.4864807129,80.93396391826427
Central,Namaba,2018-04-01,total,46,78928.0241889954,58.28094706875176
Central,Namaba,2018-04-01,u5,17,13442.5377082825,126.46421657069708
Central,Namaba,2018-04-01,ov5,29,65485.4864807129,44.284621766597425
Central,Namaba,2018-05-01,total,184,78928.0241889954,233.12378827500703
Central,Namaba,2018-05-01,u5,72,13442.5377082825,535.6131525347171
Central,Namaba,2018-05-01,ov5,112,65485.4864807129,171.03026337444524
Central,Namaba,2018-06-01,total,149,78928.0241889954,188.7795894183481
Central,Namaba,2018-06-01,u5,63,13442.5377082825,468.6615084678774
Central,Namaba,2018-06-01,ov5,86,65485.4864807129,131.32680937680618
Central,Namaba,2018-07-01,total,86,78928.0241889954,108.96003147636199
Central,Namaba,2018-07-01,u5,42,13442.5377082825,312.4410056452516
Central,Namaba,2018-07-01,ov5,44,65485.4864807129,67.1904606113892
Central,Namaba,2018-08-01,total,367,78928.0241889954,464.98059943982383
Central,Namaba,2018-08-01,u5,129,13442.5377082825,959.6402316247013
Central,Namaba,2018-08-01,ov5,238,65485.4864807129,363.43930967069616
Central,Namaba,2018-09-01,total,516,78928.0241889954,653.7601888581719
Central,Namaba,2018-09-01,u5,220,13442.5377082825,1636.59574385608
Central,Namaba,2018-09-01,ov5,296,65485.4864807129,452.0085532038909
Central,Namaba,2018-10-01,total,418,78928.0241889954,529.5964320595269
Central,Namaba,2018-10-01,u5,189,13442.5377082825,1405.984525403632
Central,Namaba,2018-10-01,ov5,229,65485.4864807129,349.6958063638211
Central,Namaba,2018-11-01,total,720,78928.0241889954,912.223519336984
Central,Namaba,2018-11-01,u5,302,13442.5377082825,2246.5996120206187
Central,Namaba,2018-11-01,ov5,418,65485.4864807129,638.3093758081974
Central,Namaba,2018-12-01,total,497,78928.0241889954,629.6876237645571
Central,Namaba,2018-12-01,u5,258,13442.5377082825,1919.2804632494026
Central,Namaba,2018-12-01,ov5,239,65485.4864807129,364.96636559368227
Central,Niaya,2018-01-01,total,560,24493.3536758423,2286.3345191978583
Central,Niaya,2018-01-01,u5,228,4354.63648223877,5235.7986924957395
Central,Niaya,2018-01-01,ov5,332,20138.7171936035,1648.5657790827436
Central,Niaya,2018-02-01,total,175,24493.3536758423,714.4795372493306
Central,Niaya,2018-02-01,u5,73,4354.63648223877,1676.3741427727584
Central,Niaya,2018-02-01,ov5,102,20138.7171936035,506.48707670614414
Central,Niaya,2018-03-01,total,465,24493.3536758423,1898.474198976793
Central,Niaya,2018-03-01,u5,188,4354.63648223877,4317.237518373679
Central,Niaya,2018-03-01,ov5,277,20138.7171936035,1375.4600024274698
Central,Niaya,2018-04-01,total,416,24493.3536758423,1698.4199285469806
Central,Niaya,2018-04-01,u5,189,4354.63648223877,4340.201547726731
Central,Niaya,2018-04-01,ov5,227,20138.7171936035,1127.1820236499482
Central,Niaya,2018-05-01,total,405,24493.3536758423,1653.5097862055939
Central,Niaya,2018-05-01,u5,183,4354.63648223877,4202.417371608422
Central,Niaya,2018-05-01,ov5,222,20138.7171936035,1102.354225772196
Central,Niaya,2018-06-01,total,452,24493.3536758423,1845.3985762097
Central,Niaya,2018-06-01,u5,206,4354.63648223877,4730.5900467286065
Central,Niaya,2018-06-01,ov5,246,20138.7171936035,1221.5276555854064
Central,Niaya,2018-07-01,total,1569,24493.3536758423,6405.819393966856
Central,Niaya,2018-07-01,u5,658,4354.63648223877,15110.33131430788
Central,Niaya,2018-07-01,ov5,911,20138.7171936035,4523.6247733264445
Central,Niaya,2018-08-01,total,967,24493.3536758423,3948.0097858291588
Central,Niaya,2018-08-01,u5,362,4354.63648223877,8312.978625804639
Central,Niaya,2018-08-01,ov5,605,20138.7171936035,3004.163543208012
Central,Niaya,2018-09-01,total,1167,24493.3536758423,4764.557828399823
Central,Niaya,2018-09-01,u5,442,4354.63648223877,10150.100974048757
Central,Niaya,2018-09-01,ov5,725,20138.7171936035,3600.0306922740638
Central,Niaya,2018-10-01,total,1240,24493.3536758423,5062.597863938115
Central,Niaya,2018-10-01,u5,442,4354.63648223877,10150.100974048757
Central,Niaya,2018-10-01,ov5,798,20138.7171936035,3962.516541289245
Central,Niaya,2018-11-01,total,1581,24493.3536758423,6454.8122765210965
Central,Niaya,2018-11-01,u5,568,4354.63648223877,13043.568672533245
Central,Niaya,2018-11-01,ov5,1013,20138.7171936035,5030.111850032588
Central,Niaya,2018-12-01,total,1047,24493.3536758423,4274.629002857425
Central,Niaya,2018-12-01,u5,425,4354.63648223877,9759.712475046881
Central,Niaya,2018-12-01,ov5,622,20138.7171936035,3088.578055992369
Central,Siago,2018-01-01,total,333,111230.749023438,299.37764774903377
Central,Siago,2018-01-01,u5,160,19775.54737854,809.0800064205988
Central,Siago,2018-01-01,ov5,173,91455.2016448975,189.16365268290028
Central,Siago,2018-02-01,total,248,111230.749023438,222.95992985513627
Central,Siago,2018-02-01,u5,111,19775.54737854,561.2992544542905
Central,Siago,2018-02-01,ov5,137,91455.2016448975,149.80011802056262
Central,Siago,2018-03-01,total,118,111230.749023438,106.08577307623418
Central,Siago,2018-03-01,u5,55,19775.54737854,278.1212522070809
Central,Siago,2018-03-01,ov5,63,91455.2016448975,68.88618565909084
Central,Siago,2018-04-01,total,165,111230.749023438,148.3402759116834
Central,Siago,2018-04-01,u5,70,19775.54737854,353.97250280901204
Central,Siago,2018-04-01,ov5,95,91455.2016448975,103.87599424783541
Central,Siago,2018-05-01,total,299,111230.749023438,268.8105605914747
Central,Siago,2018-05-01,u5,126,19775.54737854,637.1505050562216
Central,Siago,2018-05-01,ov5,173,91455.2016448975,189.16365268290028
Central,Siago,2018-06-01,total,174,111230.749023438,156.43156368868432
Central,Siago,2018-06-01,u5,79,19775.54737854,399.4832531701707
Central,Siago,2018-06-01,ov5,95,91455.2016448975,103.87599424783541
Central,Siago,2018-07-01,total,947,111230.749023438,851.3832805355405
Central,Siago,2018-07-01,u5,450,19775.54737854,2275.5375180579344
Central,Siago,2018-07-01,ov5,497,91455.2016448975,543.4354646439389
Central,Siago,2018-08-01,total,780,111230.749023438,701.2449406734124
Central,Siago,2018-08-01,u5,159,19775.54737854,804.0232563804702
Central,Siago,2018-08-01,ov5,621,91455.2016448975,679.020972925324
Central,Siago,2018-09-01,total,1039,111230.749023438,934.0942222559943
Central,Siago,2018-09-01,u5,382,19775.54737854,1931.6785153291798
Central,Siago,2018-09-01,ov5,657,91455.2016448975,718.3845075876617
Central,Siago,2018-10-01,total,438,111230.749023438,393.7760051473777
Central,Siago,2018-10-01,u5,171,19775.54737854,864.704256862015
Central,Siago,2018-10-01,ov5,267,91455.2016448975,291.9462154123374
Central,Siago,2018-11-01,total,336,111230.749023438,302.07474367470076
Central,Siago,2018-11-01,u5,131,19775.54737854,662.4342552568653
Central,Siago,2018-11-01,ov5,205,91455.2016448975,224.15346127164483
Central,Siago,2018-12-01,total,706,111230.749023438,634.7165745069605
Central,Siago,2018-12-01,u5,343,19775.54737854,1734.4652637641586
Central,Siago,2018-12-01,ov5,363,91455.2016448975,396.91564117857104
Central,Winnedua,2018-01-01,total,637,10290.0107955933,6190.469695841286
Central,Winnedua,2018-01-01,u5,279,1829.44552612305,15250.52241327213
Central,Winnedua,2018-01-01,ov5,358,8460.56526947021,4231.395759002489
Central,Winnedua,2018-02-01,total,245,10290.0107955933,2380.949883015879
Central,Winnedua,2018-02-01,u5,113,1829.44552612305,6176.734884228497
Central,Winnedua,2018-02-01,ov5,132,8460.56526947021,1560.1794418668396
Central,Winnedua,2018-03-01,total,223,10290.0107955933,2167.150301683841
Central,Winnedua,2018-03-01,u5,97,1829.44552612305,5302.152953718268
Central,Winnedua,2018-03-01,ov5,126,8460.56526947021,1489.2621945092562
Central,Winnedua,2018-04-01,total,273,10290.0107955933,2653.0584410748365
Central,Winnedua,2018-04-01,u5,134,1829.44552612305,7324.623668023174
Central,Winnedua,2018-04-01,ov5,139,8460.56526947021,1642.9162304506872
Central,Winnedua,2018-05-01,total,392,10290.0107955933,3809.5198128254065
Central,Winnedua,2018-05-01,u5,203,1829.44552612305,11096.258243348539
Central,Winnedua,2018-05-01,ov5,189,8460.56526947021,2233.893291763884
Central,Winnedua,2018-06-01,total,307,10290.0107955933,2983.475975860714
Central,Winnedua,2018-06-01,u5,156,1829.44552612305,8527.17382247474
Central,Winnedua,2018-06-01,ov5,151,8460.56526947021,1784.7507251658546
Central,Winnedua,2018-07-01,total,677,10290.0107955933,6579.196207354083
Central,Winnedua,2018-07-01,u5,330,1829.44552612305,18038.252316773487
Central,Winnedua,2018-07-01,ov5,347,8460.56526947021,4101.380805513586
Central,Winnedua,2018-08-01,total,277,10290.0107955933,2691.931092226116
Central,Winnedua,2018-08-01,u5,108,1829.44552612305,5903.42803094405
Central,Winnedua,2018-08-01,ov5,169,8460.56526947021,1997.5024672386055
Central,Winnedua,2018-09-01,total,800,10290.0107955933,7774.530230255931
Central,Winnedua,2018-09-01,u5,325,1829.44552612305,17764.94546348904
Central,Winnedua,2018-09-01,ov5,475,8460.56526947021,5614.282082475371
Central,Winnedua,2018-10-01,total,867,10290.0107955933,8425.647137039865
Central,Winnedua,2018-10-01,u5,321,1829.44552612305,17546.29998086148
Central,Winnedua,2018-10-01,ov5,546,8460.56526947021,6453.469509540109
Central,Winnedua,2018-11-01,total,654,10290.0107955933,6355.678463234224
Central,Winnedua,2018-11-01,u5,231,1829.44552612305,12626.776621741443
Central,Winnedua,2018-11-01,ov5,423,8460.56526947021,4999.665938709646
Central,Winnedua,2018-12-01,total,732,10290.0107955933,7113.695160684178
Central,Winnedua,2018-12-01,u5,306,1829.44552612305,16726.379421008143
Central,Winnedua,2018-12-01,ov5,426,8460.56526947021,5035.124562388437
Central,Yagoloko,2018-01-01,total,878,1802.3083114624,48715.30550106531
Central,Yagoloko,2018-01-01,u5,340,320.429679870605,106107.52416483324
Central,Yagoloko,2018-01-01,ov5,538,1481.8786315918,36305.267417352035
Central,Yagoloko,2018-02-01,total,405,1802.3083114624,22471.183061425345
Central,Yagoloko,2018-02-01,u5,140,320.429679870605,43691.333479637215
Central,Yagoloko,2018-02-01,ov5,265,1481.8786315918,17882.706069885295
Central,Yagoloko,2018-03-01,total,526,1802.3083114624,29184.79577854255
Central,Yagoloko,2018-03-01,u5,194,320.429679870605,60543.70496464014
Central,Yagoloko,2018-03-01,ov5,332,1481.8786315918,22403.99401962988
Central,Yagoloko,2018-04-01,total,888,1802.3083114624,49270.14952727335
Central,Yagoloko,2018-04-01,u5,402,320.429679870605,125456.54327724401
Central,Yagoloko,2018-04-01,ov5,486,1481.8786315918,32796.20811307266
Central,Yagoloko,2018-05-01,total,537,1802.3083114624,29795.12420737138
Central,Yagoloko,2018-05-01,u5,234,320.429679870605,73026.94310167934
Central,Yagoloko,2018-05-01,ov5,303,1481.8786315918,20447.01863839715
Central,Yagoloko,2018-06-01,total,491,1802.3083114624,27242.841686814427
Central,Yagoloko,2018-06-01,u5,214,320.429679870605,66785.32403315975
Central,Yagoloko,2018-06-01,ov5,277,1481.8786315918,18692.48898625746
Central,Yagoloko,2018-07-01,total,1320,1802.3083114624,73239.41145946037
Central,Yagoloko,2018-07-01,u5,441,320.429679870605,137627.70046085725
Central,Yagoloko,2018-07-01,ov5,879,1481.8786315918,59316.59862426104
Central,Yagoloko,2018-08-01,total,1495,1802.3083114624,82949.18191810096
Central,Yagoloko,2018-08-01,u5,503,320.429679870605,156976.719573268
Central,Yagoloko,2018-08-01,ov5,992,1481.8786315918,66942.05442009892
Central,Yagoloko,2018-09-01,total,1197,1802.3083114624,66414.82993710157
Central,Yagoloko,2018-09-01,u5,362,320.429679870605,112973.3051402048
Central,Yagoloko,2018-09-01,ov5,835,1481.8786315918,56347.39459756311
Central,Yagoloko,2018-10-01,total,539,1802.3083114624,29906.09301261299
Central,Yagoloko,2018-10-01,u5,127,320.429679870605,39634.28108509948
Central,Yagoloko,2018-10-01,ov5,412,1481.8786315918,27802.546795444312
Central,Yagoloko,2018-11-01,total,727,1802.3083114624,40337.160705324015
Central,Yagoloko,2018-11-01,u5,210,320.429679870605,65537.00021945582
Central,Yagoloko,2018-11-01,ov5,517,1481.8786315918,34888.14731370075
Central,Yagoloko,2018-12-01,total,732,1802.3083114624,40614.582718428035
Central,Yagoloko,2018-12-01,u5,238,320.429679870605,74275.26691538327
Central,Yagoloko,2018-12-01,ov5,494,1481.8786315918,33336.063390654104
East,Dakoga,2018-01-01,total,202,282623.332996368,71.47322121581374
East,Dakoga,2018-01-01,u5,85,40338.1279335022,210.7187525909069
East,Dakoga,2018-01-01,ov5,117,242285.205062866,48.29019583331218
East,Dakoga,2018-02-01,total,115,282623.332996368,40.69020019712168
East,Dakoga,2018-02-01,u5,47,40338.1279335022,116.51507496203088
East,Dakoga,2018-02-01,ov5,68,242285.205062866,28.06609672363443
East,Dakoga,2018-03-01,total,367,282623.332996368,129.8548128029883
East,Dakoga,2018-03-01,u5,153,40338.1279335022,379.2937546636324
East,Dakoga,2018-03-01,ov5,214,242285.205062866,88.32565733614365
East,Dakoga,2018-04-01,total,106,282623.332996368,37.50574974691216
East,Dakoga,2018-04-01,u5,43,40338.1279335022,106.5988983695176
East,Dakoga,2018-04-01,ov5,63,242285.205062866,26.00241314101425
East,Dakoga,2018-05-01,total,177,282623.332996368,62.62752552078729
East,Dakoga,2018-05-01,u5,69,40338.1279335022,171.05404622085385
East,Dakoga,2018-05-01,ov5,108,242285.205062866,44.57556538459586
East,Dakoga,2018-06-01,total,250,282623.332996368,88.45695695026453
East,Dakoga,2018-06-01,u5,101,40338.1279335022,250.38345896095998
East,Dakoga,2018-06-01,ov5,149,242285.205062866,61.49777076208132
East,Dakoga,2018-07-01,total,499,282623.332996368,176.560086072728
East,Dakoga,2018-07-01,u5,219,40338.1279335022,542.9106684401013
East,Dakoga,2018-07-01,ov5,280,242285.205062866,115.56628062673
East,Dakoga,2018-08-01,total,476,282623.332996368,168.42204603330367
East,Dakoga,2018-08-01,u5,155,40338.1279335022,384.251842959889
East,Dakoga,2018-08-01,ov5,321,242285.205062866,132.48848600421547
East,Dakoga,2018-09-01,total,883,282623.332996368,312.4299719483343
East,Dakoga,2018-09-01,u5,315,40338.1279335022,780.8989066604197
East,Dakoga,2018-09-01,ov5,568,242285.205062866,234.4344549856523
East,Dakoga,2018-10-01,total,422,282623.332996368,149.31534333204652
East,Dakoga,2018-10-01,u5,152,40338.1279335022,376.8147105155041
East,Dakoga,2018-10-01,ov5,270,242285.205062866,111.43891346148966
East,Dakoga,2018-11-01,total,551,282623.332996368,194.95913311838302
East,Dakoga,2018-11-01,u5,216,40338.1279335022,535.4735359957164
East,Dakoga,2018-11-01,ov5,335,242285.205062866,138.26680003555197
East,Dakoga,2018-12-01,total,424,282623.332996368,150.02299898764863
East,Dakoga,2018-12-01,u5,177,40338.1279335022,438.790814218712
East,Dakoga,2018-12-01,ov5,247,242285.205062866,101.94596898143683
East,Gakingo,2018-01-01,total,52,345551.281971931,15.048417619305473
East,Gakingo,2018-01-01,u5,27,49978.9354085922,54.02275934704735
East,Gakingo,2018-01-01,ov5,25,295572.346563339,8.458166093911862
East,Gakingo,2018-02-01,total,113,345551.281971931,32.70136905733689
East,Gakingo,2018-02-01,u5,54,49978.9354085922,108.0455186940947
East,Gakingo,2018-02-01,ov5,59,295572.346563339,19.961271981631995
East,Gakingo,2018-03-01,total,186,345551.281971931,53.82703225366958
East,Gakingo,2018-03-01,u5,88,49978.9354085922,176.07417861259876
East,Gakingo,2018-03-01,ov5,98,295572.346563339,33.1560110881345
East,Gakingo,2018-04-01,total,43,345551.281971931,12.443883800579526
East,Gakingo,2018-04-01,u5,19,49978.9354085922,38.01601583681109
East,Gakingo,2018-04-01,ov5,24,295572.346563339,8.119839450155386
East,Gakingo,2018-05-01,total,107,345551.281971931,30.96501317818626
East,Gakingo,2018-05-01,u5,48,49978.9354085922,96.0404610614175
East,Gakingo,2018-05-01,ov5,59,295572.346563339,19.961271981631995
East,Gakingo,2018-06-01,total,226,345551.281971931,65.40273811467378
East,Gakingo,2018-06-01,u5,110,49978.9354085922,220.09272326574845
East,Gakingo,2018-06-01,ov5,116,295572.346563339,39.245890675751035
East,Gakingo,2018-07-01,total,359,345551.281971931,103.89196010251278
East,Gakingo,2018-07-01,u5,206,49978.9354085922,412.17364538858345
East,Gakingo,2018-07-01,ov5,153,295572.346563339,51.7639764947406
East,Gakingo,2018-08-01,total,1028,345551.281971931,297.4956406278082
East,Gakingo,2018-08-01,u5,483,49978.9354085922,966.4071394305137
East,Gakingo,2018-08-01,ov5,545,295572.346563339,184.38802084727857
East,Gakingo,2018-09-01,total,781,345551.281971931,226.01565693610718
East,Gakingo,2018-09-01,u5,407,49978.9354085922,814.3430760832692
East,Gakingo,2018-09-01,ov5,374,295572.346563339,126.53416476492146
East,Gakingo,2018-10-01,total,941,345551.281971931,272.318480380124
East,Gakingo,2018-10-01,u5,476,49978.9354085922,952.401238859057
East,Gakingo,2018-10-01,ov5,465,295572.346563339,157.32188934676063
East,Gakingo,2018-11-01,total,519,345551.281971931,150.19478354652964
East,Gakingo,2018-11-01,u5,255,49978.9354085922,510.2149493887805
East,Gakingo,2018-11-01,ov5,264,295572.346563339,89.31823395170926
East,Gakingo,2018-12-01,total,654,345551.281971931,189.26279082741883
East,Gakingo,2018-12-01,u5,337,49978.9354085922,674.2840703687021
East,Gakingo,2018-12-01,ov5,317,295572.346563339,107.2495460708024
East,Galkashiikh,2018-01-01,total,241,75048.4626235962,321.125831995693
East,Galkashiikh,2018-01-01,u5,136,11645.2600059509,1167.857136126647
East,Galkashiikh,2018-01-01,ov5,105,63403.2026176453,165.6067764166509
East,Galkashiikh,2018-02-01,total,145,75048.4626235962,193.20848813018873
East,Galkashiikh,2018-02-01,u5,72,11645.2600059509,618.2773073611661
East,Galkashiikh,2018-02-01,ov5,73,63403.2026176453,115.13613979443349
East,Galkashiikh,2018-03-01,total,234,75048.4626235962,311.79852567216665
East,Galkashiikh,2018-03-01,u5,115,11645.2600059509,987.5262548129737
East,Galkashiikh,2018-03-01,ov5,119,63403.2026176453,187.687679938871
East,Galkashiikh,2018-04-01,total,243,75048.4626235962,323.79077665955765
East,Galkashiikh,2018-04-01,u5,108,11645.2600059509,927.4159610417491
East,Galkashiikh,2018-04-01,ov5,135,63403.2026176453,212.9229982499797
East,Galkashiikh,2018-05-01,total,512,75048.4626235962,682.225833949356
East,Galkashiikh,2018-05-01,u5,222,11645.2600059509,1906.3550310302624
East,Galkashiikh,2018-05-01,ov5,290,63403.2026176453,457.3901443888453
East,Galkashiikh,2018-06-01,total,223,75048.4626235962,297.1413300209109
East,Galkashiikh,2018-06-01,u5,107,11645.2600059509,918.8287762172886
East,Galkashiikh,2018-06-01,ov5,116,63403.2026176453,182.95605775553813
East,Galkashiikh,2018-07-01,total,1082,75048.4626235962,1441.7350631507877
East,Galkashiikh,2018-07-01,u5,546,11645.2600059509,4688.60291415551
East,Galkashiikh,2018-07-01,ov5,536,63403.2026176453,845.3831634221417
East,Galkashiikh,2018-08-01,total,613,75048.4626235962,816.805539474522
East,Galkashiikh,2018-08-01,u5,287,11645.2600059509,2464.522044620204
East,Galkashiikh,2018-08-01,ov5,326,63403.2026176453,514.1696105888399
East,Galkashiikh,2018-09-01,total,1256,75048.4626235962,1673.5852489070141
